Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Non-industry income and expenditure/revenue, Operating Expense Rate, Research and development expense rate, Cash flow rate, Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, Total Asset Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Total debt/Total net worth, Contingent liabilities/Net worth, Total Asset Turnover, Revenue per person, Operating profit per person, Allocation rate per person, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Current Asset Turnover Rate, Quick Asset Turnover Rate, Working capitcal Turnover Rate, Cash Turnover Rate, Current Liability to Liability, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, Net Income to Total Assets, Total assets to GNP price, Gross Profit to Sales
1,0.370594257300249,0.40574977247176,0.601457213277793,0.601457213277793,0.998969203197885,0.302646433889668,0.000125696868875964,0,0.458143143520965,0.147949938898487,0.147949938898487,0.147949938898487,0.0175597803893099,0.0959205276443286,0.138736160277171,0.0221022783580128,0.848194994526472,4980000000,0.263099983681843,0.363725271040572,0.0212659243655332,0.00647850248610705,0.0869565217391304,0.0341641819543792,0.392912869451166,0.0371353015800987,0.166672958825266,0.190642959052727,0.00409440595228806,0.00199677086064508,0.00014733602476056,0.147308450425486,0.334015171333379,0.02559236799775,0.903224771166726,0.00202161301202566,701000000,6550000000,0.593830503987655,458000000,0.676269176153092,0.126549487816618,0.637555395323871,0.458609147666847,0.716845343217827,0.00921944002110296,0.601453290101533
1,0.464290937454297,0.516730017666899,0.610235085544617,0.610235085544617,0.998945978205482,0.303556430290771,0.000289785053728762,0,0.461867257156757,0.182251064009102,0.182251064009102,0.182251064009102,0.0211443350424248,0.0937220096083381,0.16991790314077,0.0220801698690499,0.848087883815147,6110000000,0.264515778104141,0.376709139003763,0.0125023937843679,0.0058350394852296,0.0644677661169415,0.00688865061762848,0.39158996856697,0.0123349721287826,0.127236002293688,0.182419054120616,0.0149477269714099,0.00413602976079905,0.00138391008146992,0.0569628274180797,0.341105991992958,0.0239468186673397,0.931065217577487,0.00222560834310179,0.000106519762790299,7700000000,0.59391554785427,2490000000,0.30858859304371,0.120916105834965,0.64109998470196,0.459001053294128,0.795297136043035,0.00832330179481035,0.610236525929872
1,0.426071271876371,0.472295090743616,0.601450006486113,0.601363524985947,0.998857353483229,0.302035177342951,0.000236129720556318,25500000,0.458520587470538,0.177910749652353,0.177910749652353,0.193712865028865,0.00594400834883616,0.0923377575116033,0.142803344128945,0.0227600967722855,0.84809401283004,7280000000,0.264183975569387,0.368913229760441,0.0212476860084444,0.00656198206103149,0.0149925037481259,0.0289969595934374,0.381967843332353,0.141016311871331,0.340200878481779,0.602805701668708,0.000990944451124824,0.00630248138254708,5340000000,0.0981620645437837,0.33673149472,0.00371511569336923,0.90990336247412,0.00206007064952466,0.00179109370019098,0.00102267647190207,0.594501851296042,761000000,0.446027487157575,0.117922319423666,0.642764550242219,0.459254035544147,0.774669696989803,0.0400028528527523,0.601449340486212
1,0.399844001364988,0.457733283366347,0.583541129160121,0.583541129160121,0.998699747067122,0.303349536022685,0.00010788884881442,0,0.465705442741753,0.154186507100417,0.154186507100417,0.154186507100417,0.0143684680188151,0.0777623971989252,0.148602847028696,0.0220460668531945,0.8480054773865,4880000000,0.263371175917508,0.384076599232517,0.00957240171805324,0.00536584771375646,0.0899550224887556,0.015463478401363,0.378496641866986,0.0213199897441037,0.161574531573533,0.225814868882578,0.0188506248270314,0.00296123765013862,0.00101064643157612,0.0987146304496934,0.348716438967482,0.0221651997451294,0.906902158837211,0.00183135855551016,8140000000,6050000000,0.593888792576566,2030000000,0.615848368585853,0.12076045528683,0.579039312335715,0.448517911623987,0.739554525158061,0.00325247529112739,0.583537612244893
1,0.465022181055916,0.522297767546443,0.598783493564335,0.598783493564335,0.998973131803565,0.303474977757658,7890000000,0,0.462746282177097,0.167502422991024,0.167502422991024,0.167502422991024,0.0296897923378254,0.0968976467714356,0.168411538751224,0.0220959097225217,0.848258202198295,5510000000,0.265218235929474,0.379689653887709,0.00514960012402083,0.00662352539728966,0.175412293853073,0.0581114228221436,0.39437145247733,0.0239882116504549,0.260329881066954,0.358380159768393,0.0141609737513009,0.00427477087039252,0.000680463559654079,0.110194845896651,0.344638753643605,0,0.91385019745186,0.00222393003478029,6680000000,5050000000,0.59391526090563,824000000,0.975006616109995,0.110933233663468,0.622374074998875,0.454410931919338,0.79501587263578,0.00387756309380024,0.598781509888099
1,0.388680349046946,0.419133786605279,0.590171377506162,0.590250652214647,0.998758098416194,0.303115813175443,0.000157149995218431,0,0.465861452907577,0.15557709325355,0.15557709325355,0.15557709325355,0.0181042697037071,0.0780881035746275,0.138811478496648,0.0215649425169015,0.847982831794045,608000000,0.263249955319331,0.388025781453746,0.0142131516792967,0.00574912255045335,0.095952023988006,0.0213004714833365,0.377569480563533,0.0328287701112501,0.080263714948153,0.214535988082286,0.00264522564272894,0.000988424976244938,0.000100856341323415,0.13900210638427,0.350563146827406,0.00377250489049462,0.903041267113845,0.00186560861496925,8010000000,2810000000,0.593845782013285,295000000,0.733351868524405,0.112917172167462,0.637469771661206,0.458499292999359,0.710420495100948,0.00527787490107341,0.590172326668232
1,0.41612635889436,0.463782857754698,0.599115005981637,0.599115005981637,0.998972554067436,0.303257690436385,8480000000,50900000,0.460246764466588,0.156209177868611,0.156209177868611,0.156209177868611,0.060529062117156,0.0985261786499471,0.139639978910899,0.0221487393712728,0.848455060039407,654000000,0.263455097870092,0.369136768376737,0.0259513583016442,0.0168957784927367,0.214392803598201,0.0544453094017596,0.394100088193392,0.0179945138695616,0.316573275042899,0.469679801466946,0.0082664170023762,0.00282666989337319,0.000221174007675535,0.198285095189837,0.337687537935178,0.0015541133461602,0.908947697741883,0.00208350375743525,788000000,5430000000,0.593891386167004,423000000,0.86521574848973,0.113571113350474,0.629328600872714,0.457681019495935,0.750430839246873,0.00301060874446671,0.599110128995664
1,0.462194705796324,0.514427967235933,0.599987027774975,0.599987027774975,0.998908887545973,0.303477394746771,0.000162469273938113,0,0.458983585382015,0.14550587838692,0.14550587838692,0.14550587838692,0.0135819834535747,0.0919306245419754,0.165549446411087,0.0229509978063606,0.848122634506114,6430000000,0.263748824704136,0.370291717894266,0.030692419226876,0.00536584771375646,0.0644677661169415,0.012308505794398,0.389814793876213,0.031878626966503,0.105993835359631,0.172224524669076,0.0110609135539858,0.00130556395852379,0.000415664176521318,0.141036557645787,0.336370895458632,0.027677718850612,0.868460717296699,0.00216237850524178,0.000101454947850908,6420000000,0.593788635819852,1870000000,0.586269036860146,0.130978632532992,0.646486979649545,0.459674631197096,0.787081562191271,0.00163072025918424,0.599983643746719
1,0.453029785989373,0.505594517907811,0.596945761685813,0.596952968477493,0.998939969749736,0.303051762963944,8270000000,0,0.462243023577665,0.156799123509334,0.156799123509334,0.156799123509334,0.0111922803514981,0.094129142577966,0.158017624463358,0.022460201993838,0.848115940821903,5960000000,0.264013800498869,0.377938601393391,0.0222343811269481,0.00776908452763966,0.0419790104947526,0.0255717286253543,0.390176612921463,0.0594235295613745,0.0872350674847282,0.157963759995475,0.00555943791978128,0.00175855629925771,0.000327498553908685,0.0897984427763058,0.34170194843705,0.0727176486067898,0.920882488497633,0.00202851608294925,0.000145191405742997,8250000000,0.593828362250015,1400000000,0.401236466197162,0.149144335077586,0.642588261099433,0.459232761079238,0.777094466430958,0.0401606046098823,0.596946466317581
1,0.472090869204894,0.517051234006103,0.597392582770003,0.597392582770003,0.998960421608718,0.303501322938991,693000000,136000000,0.461377418786644,0.148202772744511,0.148202772744511,0.148202772744511,0.0388553624635117,0.0951876882989984,0.16795962943436,0.0220818607970836,0.8481537383744,5470000000,0.264187083789853,0.37617823479006,0.0347841946397469,0.0121264746027103,0.137931034482759,0.0597975999882496,0.391917867076728,0.0262324554884602,0.255993313655913,0.330387640935299,0.0203268528471915,0.00222389632363952,0.000534160766089453,0.201894137779344,0.340628505010033,0.00660152924087575,0.912825940285011,0.00219644070683991,8080000000,6540000000,0.593851632769772,1500000000,0.822406324182718,0.120854331627658,0.643175576940625,0.459301391508417,0.791982244970901,0.00723319193313242,0.597393770990777
1,0.066933164334812,0.0548209218908935,0.6018607936119,0.6018607936119,0.998824769165529,0.302759790679075,0.000276602493423464,115000000,0.458263925584828,0.120011798912814,0.120011798912814,0.120011798912814,0.0458429753316091,0.0661998208614934,0.0674851246516532,0.0221659489098579,0.847568729196641,7230000000,0.256151556829926,0.327158079058157,0.126572374360518,0.000633104221507263,0.292353823088456,0.0480531116431415,0.370208724361729,0.00952565876566237,0.566755117305042,0.604127339130665,0.210915212093144,0.00400409114612247,0.00443735957777984,0.252297962603889,0.333538683092076,0.0117061524797009,0.841966378156722,0.00200327285924868,7630000000,7650000000,0.593892687358016,8190000000,0.754574342123096,0.0258510850561139,0.705153030589043,0.464287286339431,0.525650952071236,0.0058030372394381,0.601857114845964
1,0.406668941646761,0.453450398843621,0.595994465183989,0.595994465183989,0.998830777621275,0.303466034897939,0.000176576926194661,0,0.459605948516645,0.151531751717163,0.151531751717163,0.151531751717163,0.0418954278022294,0.0698640175881443,0.141372297958876,0.0221008876882281,0.847974855839923,4670000000,0.264125696435648,0.365942028985507,0.0268094730026719,0.00536584771375646,0.148425787106447,0.0535728449098894,0.368761448180729,0.0295160110655511,0.22743932692199,0.370091194017219,0.0499277199767246,0.00200146624211983,0.00133454307531198,0.198480137642744,0.336048547633775,0,0.915031112372524,0.0021075675049579,7820000000,4860000000,0.593868432865224,3210000000,0.85879676992913,0.110933233663468,0.625578880774026,0.457258491515623,0.746585996946147,0.00105303929732825,0.595993935982145
1,0.43274996343782,0.482092189089352,0.604015624324363,0.604015624324363,0.998895484067771,0.303504465024838,0.000240523907324751,0,0.454234501732048,0.15861109940584,0.15861109940584,0.15861109940584,0.0408820726893235,0.0828108460223109,0.156661896512766,0.0221758732351393,0.8480783550204,6840000000,0.264182421459154,0.337384970753698,0.0151797846050028,0.00561141171882617,0.19640179910045,0.035353906261475,0.384263132900658,0.00342997503329623,0.512938909798184,0.609889680881994,0.00420483193722071,0.00538290578724468,0.000129900860432975,0.171664967293238,0.321583445452493,0.000655227707853543,0.920323043583815,0.00215224335351663,0.000119434890289792,0.000104117479832771,0.593922931784156,238000000,0.886254520876359,0.111932118802781,0.642501061477043,0.459215132882915,0.7693180305172,0.000714363003400579,0.604012274291398
1,0.50436308682299,0.555329514427967,0.604858818950979,0.604858818950979,0.999059792222978,0.303419145309144,8960000000,2750000000,0.46385848368184,0.184695124520669,0.184695124520669,0.184695124520669,0.0554622865526264,0.120837065385555,0.181516908940273,0.0221360495094878,0.848072049546345,6820000000,0.264026233380734,0.385417830930293,0.0167218376968603,0.00536584771375646,0.140929535232384,0.0121469382959035,0.395943103955134,0.0086697608939619,0.246189825333017,0.440292732452435,0.00896756584563497,0.00319949913776277,0.000344747036296539,0.137855300922782,0.345766769580023,0.00858054307017223,0.934494715353983,0.0022911231492435,0.000121262329676327,6780000000,0.593913825521911,709000000,0.684187545087502,0.121016944593323,0.63827510066209,0.458651841477005,0.805041237350195,0.00193176605895712,0.604856382122632
1,0.470677131575099,0.523850313185931,0.5976520272705,0.5976520272705,0.999009644726945,0.303433405544911,2420000000,407000000,0.461558591882439,0.177110109139944,0.177110109139944,0.177110109139944,0.0187546319403482,0.099503297777054,0.170369812457634,0.0241867343345513,0.848348690456561,6610000000,0.264057315585394,0.376401773406356,0.0178982117290874,0.0057052500731208,0.0509745127436282,0.0492457735411189,0.399990954523869,0.160963939647438,0.0860490596299676,0.118740501852787,0.012239141026997,0.00258957684471111,0.00104566317934401,0.0617681426525307,0.340799815815022,0.0850965959236257,0.931547845186633,0.00224389755205969,8820000000,6730000000,0.593871049666394,2610000000,0.291601165744534,0.140326755511386,0.64706143499076,0.459814542345389,0.796483203270087,0.0612896737937735,0.597653860914159
1,0.470140886267245,0.522030087263772,0.597306101269837,0.597399789561683,0.998903687920809,0.303523317539921,0.000126159414851588,3920000000,0.462066883067864,0.162487885044878,0.162487885044878,0.162487885044878,0.0195864906151217,0.0899763862877616,0.165022218874746,0.022006243127543,0.846241885701895,5820000000,0.26381487438904,0.377081703364256,0.0110378537101378,0.00536584771375646,0.095952023988006,0.0120206218879897,0.389656498043916,0.0129052188608968,0.136982077450909,0.261856199994523,0.0118391149244195,0.00255461784652999,0.000646244956363395,0.096948027985734,0.341816115669223,0.0138187734478232,0.90974532510778,0.00214081407790634,9830000000,,0.5939004599665,1300000000,0.565127899811504,0.118559017626593,0.644138014029901,0.459465024533733,0.784648939143662,0.0028079425161369,0.597307971428239
1,0.45610100911617,0.510894587504684,0.597630406895458,0.597817783479151,0.998937658805219,0.303491413283627,9890000000,340000000,0.455702339313723,0.173528296321268,0.173528296321268,0.173528296321268,0.0359211700470378,0.0913606383844964,0.163817127363109,0.0220583616383361,0.847841382129797,0.000112820828598332,0.26360740067293,0.335130956372713,0.0162312258911717,0.00554925904260505,0.137931034482759,0.0173259110203722,0.390606273037697,0.00528798917631994,0.472804178091431,0.625051470675355,0.0381916690789086,0.00467814009776045,0.00111606150816993,0.181505958984919,0.325015511777913,0.00166652150946755,0.929417373958784,0.00215751603186111,0.000221821376110373,0.000170820381009782,0.59392464637112,3710000000,0.9149626933362,0.113648349583528,0.652841998847565,0.460614429241321,0.789399544942989,0.00147989732996667,0.597630934205826
1,,0.506022806360084,0.597522305020251,0.597522305020251,0.998899412673451,0.303404643374465,0.000132519422016425,815000000,0.46202662237991,0.177657915806329,0.177657915806329,0.177657915806329,0.0170757898876235,0.0903020926634639,0.161180989681404,0.0220448342140672,0.847986878590826,6300000000,0.264037889207481,0.378171454118699,0.01145733592318,0.00602393487374476,0.0599700149925038,0.0108015216720767,0.3897243391149,0.0077986329861371,0.186401584688317,0.577342270401891,0.0695684812476926,0.00227893626959467,0.00254204931410407,0.14506161987903,0.342268016615179,0.00168263419848101,0.923377542720334,0.00202228269445068,0.000391426832168051,0.000125483380303918,0.593967270138214,0.000125558864214327,0.838217115386125,0.112992878430033,0.638076295197146,0.458521747411474,0.771996374582044,0.00600014266061553,0.597521906186189
1,0.468142153756155,0.517640130627978,0.602055376987273,0.602249960362646,0.998984455431702,0.303520900550808,0.000123152866010029,543000000,0.461377418786644,0.171969154270785,0.171969154270785,0.171969154270785,0.00960418651783959,0.0962462340200309,0.170821721774497,0.0223073863481835,0.848222063361921,5980000000,0.264367360576886,0.376196863008085,0.0131899798466154,0.00736082675246173,0.0344827586206897,0.0243496908185597,0.393873951290111,0.05364973741759,0.0565672382081148,0.446867973373307,0.00736935983747264,0.000884933575396324,0.000350568609695292,0.111313696257685,0.340631535985127,0.0131410053705434,0.932464314332835,0.002271198333927,0.000527507879438903,6690000000,0.593988289737087,2290000000,0.602444245203219,0.124472744622643,0.641303149260012,0.45903667458571,0.799813909182659,0.0749605093346078,0.602055075152547
1,0.465314678496563,0.511215803843889,0.604750717075772,0.604750717075772,0.999004214007328,0.30295556679724,0.000143620525431414,0,0.461286832238746,0.173401879398255,0.173401879398255,0.173401879398255,0.0109200356942995,0.097386206334989,0.159147397755517,0.0220488639958295,0.84797516170247,6150000000,0.263509491728248,0.375479676614135,0.0192624408393292,0.00556753924149361,0.0299850074962519,0.0300691802652645,0.396304923000384,0.0660135109018157,0.10739823864099,0.646077737838573,0.0117083941165259,0.000979993203136106,0.000338360714566948,0.183544106770754,0.340393341673132,0.000399602409489443,0.926596561419218,0.00208793149602659,0.000884044609651728,0.000148736656070446,0.593965396742799,4180000000,0.872742203547969,0.111685917100773,0.635461209163305,0.458321347746337,0.782937996479187,0.00792869051239265,0.604752254079188
1,0.447228586749866,0.492638792226565,0.593500915262544,0.593479294887502,0.998906229959778,0.303218535212752,6070000000,357000000,0.463262961005846,0.159664573764275,0.159453878892588,0.159453878892588,0.0158809383365851,0.0911977851966452,0.155532123220607,0.0220712253338441,0.847962821325076,5520000000,0.263728621271107,0.380015647703141,0.0144976700498819,0.00963793019401384,0.0704647676161919,0.0151579689496644,0.389181610547025,0.0206057362347742,0.0959574627020345,0.173648681479513,0.00348011352729604,0.00141125349885739,0.000153801842255264,0.119854968907913,0.344206895519679,0.0263608125310464,0.918323291464484,0.00198240870710593,8670000000,4870000000,0.593832694457981,509000000,0.625550439392604,0.12237481880133,0.641460814706384,0.459067518771173,0.769570658595205,0.0584200823037366,0.593496289381629
1,0.456344756983376,0.498527758445313,0.594473832139408,0.594473832139408,0.998869485941947,0.3032622827157,0.000113439400521914,0,0.460976489435763,0.164131305044035,0.164131305044035,0.164131305044035,0.01644055235416,0.0881850012213989,0.154552986367402,0.0219954812397777,0.847903825145252,5930000000,0.263653246924804,0.375386535524012,0.0164008426120975,0.00741201130934971,0.0614692653673163,0.014599826682138,0.38749689061758,0.0307990536467718,0.134708420632851,0.239087238867286,0.00479889959933104,0.00202163128400623,0.000213975705979922,0.118791670630568,0.339910964074426,0.0194589611755391,0.92243616197725,0.00201233381031586,0.000148258059302818,8490000000,0.593849578300717,826000000,0.591746935243144,0.12336014103696,0.641601383836601,0.459095595538087,0.7707090119118,0.0265668200220835,0.594474492432853
